model,idx,bks,pred,gap_pct,miss,over,rout,mcap,time,prec,total,feasible
granite_rslora,198,1888,2421,28.2300,0,0,2,0,6,1,9,False
granite_rslora,199,402,402,0.0000,0,0,0,0,1,0,1,False
granite_rslora,200,1622,2513,54.9300,1,0,1,0,7,0,9,False
qwen2_lora,1,977,1053,7.7800,0,4,3,0,4,0,11,False
qwen2_lora,2,941,1719,82.6800,1,8,6,1,10,2,28,False
qwen2_lora,3,1402,1418,1.1400,0,0,2,0,4,0,6,False
qwen2_lora,4,1565,2688,71.7600,1,3,3,2,3,0,12,False
qwen2_lora,5,1286,1096,-14.7700,1,1,8,4,8,4,26,False
qwen2_lora,6,449,528,17.5900,0,3,2,0,3,0,8,False
qwen2_lora,7,462,765,65.5800,3,3,11,2,11,0,30,False
qwen2_lora,8,498,556,11.6500,3,2,3,0,4,0,12,False
qwen2_lora,9,1157,1381,19.3600,0,2,5,0,9,0,16,False
qwen2_lora,10,71,71,0.0000,0,0,0,0,0,0,0,True
qwen2_lora,11,146,141,-3.4200,0,0,0,0,4,0,4,False
qwen2_lora,12,409,406,-0.7300,0,0,0,0,1,0,1,False
qwen2_lora,13,1289,2196,70.3600,1,4,3,0,4,0,12,False
qwen2_lora,14,525,505,-3.8100,0,0,0,0,1,0,1,False
qwen2_lora,15,854,1784,108.9000,1,6,12,1,5,0,25,False
qwen2_lora,16,2499,8544,241.9000,0,8,8,3,12,1,32,False
qwen2_lora,17,1223,2135,74.5700,3,37,34,15,15,1,105,False
qwen2_lora,18,955,1935,102.6200,2,8,13,7,20,2,52,False
qwen2_lora,19,332,368,10.8400,0,0,0,0,2,0,2,False
qwen2_lora,20,686,1170,70.5500,4,0,7,4,5,1,21,False
qwen2_lora,21,358,408,13.9700,2,1,3,0,3,0,9,False
qwen2_lora,22,2396,3168,32.2200,1,3,3,0,6,0,13,False
qwen2_lora,23,127,277,118.1100,2,53,37,16,21,2,131,False
qwen2_lora,24,2960,4967,67.8000,8,4,13,4,11,7,47,False
qwen2_lora,25,1402,1503,7.2000,1,1,8,3,9,0,22,False
qwen2_lora,26,374,650,73.8000,0,54,53,35,23,18,183,False
qwen2_lora,27,2277,2496,9.6200,3,2,7,3,9,1,25,False
qwen2_lora,28,490,952,94.2900,1,55,23,25,18,6,128,False
qwen2_lora,29,755,929,23.0500,0,1,0,0,3,0,4,False
qwen2_lora,30,2566,4539,76.8900,0,4,7,3,16,0,30,False
qwen2_lora,31,280,235,-16.0700,1,5,2,0,6,0,14,False
qwen2_lora,32,1651,2566,55.4200,2,4,22,5,16,1,50,False
qwen2_lora,33,300,323,7.6700,0,1,2,2,7,0,12,False
qwen2_lora,34,1580,2282,44.4300,6,2,15,4,15,3,45,False
qwen2_lora,35,427,639,49.6500,0,6,10,2,11,2,31,False
qwen2_lora,36,2614,9087,247.6300,0,130,58,76,73,21,358,False
qwen2_lora,37,65,86,32.3100,2,4,7,1,9,0,23,False
qwen2_lora,38,521,1038,99.2300,0,0,2,2,6,0,10,False
qwen2_lora,39,309,307,-0.6500,0,0,0,0,1,0,1,False
qwen2_lora,40,2180,2635,20.8700,6,8,10,2,14,0,40,False
qwen2_lora,41,1709,2284,33.6500,0,2,1,0,2,1,6,False
qwen2_lora,42,1271,1222,-3.8600,2,1,4,1,3,0,11,False
qwen2_lora,43,1442,1397,-3.1200,3,0,4,1,5,0,13,False
qwen2_lora,44,1525,2773,81.8400,1,9,2,0,11,0,23,False
qwen2_lora,45,523,525,0.3800,0,1,1,1,4,0,7,False
qwen2_lora,46,857,1578,84.1300,1,20,30,2,16,5,74,False
qwen2_lora,47,1019,1548,51.9100,1,3,3,1,7,0,15,False
qwen2_lora,48,2597,2264,-12.8200,4,1,4,1,5,0,15,False
qwen2_lora,49,2987,3745,25.3800,7,4,17,3,9,2,42,False
qwen2_lora,50,2590,2983,15.1700,3,0,9,2,6,0,20,False
qwen2_lora,51,1430,1425,-0.3500,1,2,2,0,7,0,12,False
qwen2_lora,52,435,933,114.4800,0,0,0,0,1,0,1,False
qwen2_lora,53,1598,1779,11.3300,1,1,2,2,4,0,10,False
qwen2_lora,54,422,658,55.9200,1,9,28,8,12,4,62,False
qwen2_lora,55,1365,2254,65.1300,4,4,6,1,12,2,29,False
qwen2_lora,56,1077,4427,311.0500,0,122,42,20,28,10,222,False
qwen2_lora,57,242,1629,573.1400,0,147,23,15,42,4,231,False
qwen2_lora,58,727,696,-4.2600,1,0,2,0,3,0,6,False
qwen2_lora,59,861,827,-3.9500,2,0,3,1,3,1,10,False
qwen2_lora,60,2466,5541,124.7000,0,113,70,67,51,38,339,False
qwen2_lora,61,693,826,19.1900,1,1,5,1,6,2,16,False
qwen2_lora,62,1466,2722,85.6800,1,8,24,5,16,5,59,False
qwen2_lora,63,45,47,4.4400,5,3,3,0,1,0,12,False
qwen2_lora,64,1819,3099,70.3700,4,10,14,2,8,2,40,False
qwen2_lora,65,591,756,27.9200,3,7,19,7,9,1,46,False
qwen2_lora,66,532,808,51.8800,2,36,44,27,13,16,138,False
qwen2_lora,67,1064,1442,35.5300,3,0,8,1,6,0,18,False
qwen2_lora,68,1157,1133,-2.0700,4,2,4,2,1,1,14,False
qwen2_lora,69,1121,1121,0.0000,0,0,0,0,1,0,1,False
qwen2_lora,70,545,1071,96.5100,1,4,2,0,0,0,7,False
qwen2_lora,71,1016,1137,11.9100,3,2,14,0,4,0,23,False
qwen2_lora,72,674,676,0.3000,0,0,0,0,4,0,4,False
qwen2_lora,73,340,484,42.3500,1,5,13,6,6,1,32,False
qwen2_lora,74,329,375,13.9800,0,1,5,1,9,1,17,False
qwen2_lora,75,1621,1778,9.6900,0,2,1,1,4,0,8,False
qwen2_lora,76,744,1111,49.3300,2,0,9,2,3,0,16,False
qwen2_lora,77,2435,8278,239.9600,0,24,34,18,31,8,115,False
qwen2_lora,78,698,668,-4.3000,0,0,0,0,1,0,1,False
qwen2_lora,79,1414,2228,57.5700,1,11,10,4,18,2,46,False
qwen2_lora,80,2241,3952,76.3500,2,10,10,2,14,1,39,False
qwen2_lora,81,364,347,-4.6700,0,0,0,0,4,1,5,False
qwen2_lora,82,4012,10365,158.3500,0,127,52,107,69,29,384,False
qwen2_lora,83,338,338,0.0000,0,0,0,1,0,0,1,False
qwen2_lora,84,930,924,-0.6500,0,0,0,0,3,0,3,False
qwen2_lora,85,2063,2867,38.9700,3,8,27,3,16,5,62,False
qwen2_lora,86,495,553,11.7200,1,0,5,0,6,0,12,False
qwen2_lora,87,1884,3048,61.7800,0,9,17,4,17,2,49,False
qwen2_lora,88,1328,1567,18.0000,2,0,3,0,2,0,7,False
qwen2_lora,89,250,301,20.4000,6,1,5,1,6,1,20,False
qwen2_lora,90,301,326,8.3100,0,0,0,2,3,0,5,False
qwen2_lora,91,1685,3079,82.7300,2,5,13,2,12,2,36,False
qwen2_lora,92,2329,5240,124.9900,2,116,73,71,52,21,335,False
qwen2_lora,93,2787,4378,57.0900,0,16,14,3,23,0,56,False
qwen2_lora,94,177,328,85.3100,1,13,3,1,3,0,21,False
qwen2_lora,95,706,1094,54.9600,3,0,4,0,5,0,12,False
qwen2_lora,96,822,835,1.5800,0,0,0,0,1,0,1,False
qwen2_lora,97,571,868,52.0100,0,25,31,5,17,4,82,False
qwen2_lora,98,422,457,8.2900,0,3,3,0,4,0,10,False
qwen2_lora,99,895,1257,40.4500,0,2,0,1,2,1,6,False
qwen2_lora,100,2448,3526,44.0400,3,6,28,2,8,1,48,False
qwen2_lora,101,2704,9441,249.1500,0,130,51,80,47,22,330,False
qwen2_lora,102,999,1923,92.4900,0,11,17,9,15,5,57,False
qwen2_lora,103,1063,1653,55.5000,2,7,13,6,7,6,41,False
qwen2_lora,104,1136,1213,6.7800,5,0,6,3,5,0,19,False
qwen2_lora,105,2374,3225,35.8500,6,3,23,6,12,1,51,False
qwen2_lora,106,445,430,-3.3700,0,1,4,0,6,0,11,False
qwen2_lora,107,435,435,0.0000,0,0,0,0,1,0,1,False
qwen2_lora,108,1605,2317,44.3600,4,5,5,0,4,0,18,False
qwen2_lora,109,1757,2633,49.8600,0,1,4,2,10,0,17,False
qwen2_lora,110,1637,1855,13.3200,11,2,14,2,4,2,35,False
qwen2_lora,111,154,259,68.1800,4,9,28,2,9,5,57,False
qwen2_lora,112,2959,4969,67.9300,8,7,13,3,7,1,39,False
qwen2_lora,113,947,1038,9.6100,0,0,2,1,3,1,7,False
qwen2_lora,114,958,906,-5.4300,0,1,2,1,3,0,7,False
qwen2_lora,115,639,1355,112.0500,7,2,18,2,7,1,37,False
qwen2_lora,116,753,894,18.7300,1,1,4,1,4,0,11,False
qwen2_lora,117,878,1467,67.0800,1,19,31,10,11,6,78,False
qwen2_lora,118,1561,2080,33.2500,1,1,4,1,7,1,15,False
qwen2_lora,119,1504,1775,18.0200,0,2,6,2,10,3,23,False
qwen2_lora,120,157,1341,754.1400,0,147,37,13,52,6,255,False
qwen2_lora,121,1041,1063,2.1100,2,0,3,1,4,0,10,False
qwen2_lora,122,53,70,32.0800,1,0,3,1,3,0,8,False
qwen2_lora,123,356,381,7.0200,1,1,3,1,4,0,10,False
qwen2_lora,124,486,1192,145.2700,1,6,11,2,8,1,29,False
qwen2_lora,125,1681,2187,30.1000,0,3,3,2,7,2,17,False
qwen2_lora,126,890,924,3.8200,1,6,3,1,2,1,14,False
qwen2_lora,127,1315,2078,58.0200,1,4,3,0,6,0,14,False
qwen2_lora,128,520,3670,605.7700,0,149,55,26,46,10,286,False
qwen2_lora,129,972,897,-7.7200,1,0,2,2,7,1,13,False
qwen2_lora,130,58,119,105.1700,4,4,5,0,6,0,19,False
qwen2_lora,131,59,56,-5.0800,0,0,0,0,3,1,4,False
qwen2_lora,132,2917,10132,247.3400,0,144,34,97,65,23,363,False
qwen2_lora,133,3106,8084,160.2700,0,112,78,84,53,39,366,False
qwen2_lora,134,1271,1453,14.3200,1,1,2,0,6,0,10,False
qwen2_lora,135,2891,7802,169.8700,1,13,24,2,17,7,64,False
qwen2_lora,136,1810,3121,72.4300,1,4,7,2,8,0,22,False
qwen2_lora,137,2875,3047,5.9800,0,5,16,6,11,7,45,False
qwen2_lora,138,1493,1833,22.7700,4,2,6,1,9,0,22,False
qwen2_lora,139,1230,1224,-0.4900,4,2,2,0,2,0,10,False
qwen2_lora,140,802,801,-0.1200,0,0,0,1,0,1,2,False
qwen2_lora,141,466,696,49.3600,0,0,3,0,8,0,11,False
qwen2_lora,142,1434,3285,129.0800,0,10,2,1,8,0,21,False
qwen2_lora,143,1654,1600,-3.2600,4,3,8,4,9,3,31,False
qwen2_lora,144,3094,5071,63.9000,2,7,20,4,19,8,60,False
qwen2_lora,145,2117,2719,28.4400,0,2,3,0,7,0,12,False
qwen2_lora,146,931,1019,9.4500,3,3,3,0,6,0,15,False
qwen2_lora,147,1336,1905,42.5900,0,0,4,1,4,0,9,False
qwen2_lora,148,3185,5800,82.1000,1,22,28,10,28,9,98,False
qwen2_lora,149,856,1039,21.3800,0,1,0,2,5,0,8,False
qwen2_lora,150,243,269,10.7000,2,4,4,2,3,1,16,False
qwen2_lora,151,1376,1647,19.6900,2,6,3,1,6,0,18,False
qwen2_lora,152,588,673,14.4600,0,1,0,0,2,0,3,False
qwen2_lora,153,2058,2530,22.9300,1,2,2,1,6,0,12,False
qwen2_lora,154,1331,2985,124.2700,0,13,14,2,11,2,42,False
qwen2_lora,155,2328,2115,-9.1500,0,0,0,2,2,0,4,False
qwen2_lora,156,1639,2227,35.8800,1,1,8,5,12,2,29,False
qwen2_lora,157,804,929,15.5500,1,0,3,0,5,0,9,False
qwen2_lora,158,254,460,81.1000,0,11,14,4,3,2,34,False
qwen2_lora,159,1617,4568,182.5000,0,136,58,73,50,13,330,False
qwen2_lora,160,801,1068,33.3300,0,1,7,6,8,4,26,False
qwen2_lora,161,1695,2960,74.6300,3,13,20,4,15,0,55,False
qwen2_lora,162,1383,1795,29.7900,5,1,16,1,11,1,35,False
qwen2_lora,163,2859,3870,35.3600,4,8,20,1,17,0,50,False
qwen2_lora,164,873,1101,26.1200,0,2,4,4,5,1,16,False
qwen2_lora,165,543,661,21.7300,3,3,3,0,5,0,14,False
qwen2_lora,166,412,392,-4.8500,0,0,0,0,3,0,3,False
qwen2_lora,167,583,474,-18.7000,4,2,3,4,2,0,15,False
qwen2_lora,168,615,1396,126.9900,3,1,19,2,11,0,36,False
qwen2_lora,169,545,672,23.3000,2,3,2,1,1,0,9,False
qwen2_lora,170,1799,2528,40.5200,3,6,15,4,14,2,44,False
qwen2_lora,171,72,72,0.0000,0,0,0,0,0,0,0,True
qwen2_lora,172,2254,5200,130.7000,1,20,24,8,26,4,83,False
qwen2_lora,173,870,1111,27.7000,0,0,0,1,5,1,7,False
qwen2_lora,174,1258,2322,84.5800,1,15,37,5,18,8,84,False
qwen2_lora,175,612,1589,159.6400,0,14,15,4,9,2,44,False
qwen2_lora,176,359,2043,469.0800,0,136,46,10,39,5,236,False
qwen2_lora,177,57,108,89.4700,0,14,23,1,6,1,45,False
qwen2_lora,178,1420,1531,7.8200,0,1,1,0,3,0,5,False
qwen2_lora,179,1867,2771,48.4200,1,6,14,5,14,3,43,False
qwen2_lora,180,441,947,114.7400,1,0,4,1,11,1,18,False
qwen2_lora,181,1052,1140,8.3700,3,1,4,2,7,1,18,False
qwen2_lora,182,162,147,-9.2600,0,0,0,1,2,0,3,False
qwen2_lora,183,1527,1314,-13.9500,4,1,3,1,5,1,15,False
qwen2_lora,184,667,837,25.4900,5,0,11,0,7,1,24,False
qwen2_lora,185,1851,2582,39.4900,4,3,4,1,8,0,20,False
qwen2_lora,186,1335,1741,30.4100,0,3,4,0,4,1,12,False
qwen2_lora,187,2042,6861,235.9900,0,34,26,4,33,1,98,False
qwen2_lora,188,1700,3286,93.2900,3,12,8,4,8,0,35,False
qwen2_lora,189,1390,1137,-18.2000,1,0,2,1,1,0,5,False
qwen2_lora,190,1296,2543,96.2200,2,5,5,0,9,1,22,False
qwen2_lora,191,1451,1451,0.0000,0,0,0,0,1,0,1,False
qwen2_lora,192,143,149,4.2000,0,0,0,0,3,0,3,False
qwen2_lora,193,860,972,13.0200,0,0,4,0,12,0,16,False
qwen2_lora,194,1187,1367,15.1600,0,0,0,0,2,0,2,False
qwen2_lora,195,219,267,21.9200,5,13,31,4,15,1,69,False
qwen2_lora,196,2582,3234,25.2500,4,4,17,2,13,1,41,False
qwen2_lora,197,1876,3076,63.9700,3,12,25,6,13,0,59,False
qwen2_lora,198,1888,2664,41.1000,1,4,4,1,6,1,17,False
qwen2_lora,199,402,589,46.5200,0,3,5,0,8,1,17,False
qwen2_lora,200,1622,2868,76.8200,3,10,12,2,14,0,41,False
qwen2_rslora,1,977,978,0.1000,0,0,0,0,1,0,1,False
qwen2_rslora,2,941,1070,13.7100,3,1,4,0,1,0,9,False
qwen2_rslora,3,1402,1402,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,4,1565,1925,23.0000,0,0,0,0,0,0,0,True
qwen2_rslora,5,1286,1277,-0.7000,0,0,0,1,0,0,1,False
qwen2_rslora,6,449,449,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,7,462,602,30.3000,0,0,0,1,0,1,2,False
qwen2_rslora,8,498,519,4.2200,0,0,0,0,0,0,0,True
qwen2_rslora,9,1157,1318,13.9200,0,0,0,0,1,0,1,False
qwen2_rslora,10,71,71,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,11,146,146,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,12,409,409,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,13,1289,1289,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,14,525,525,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,15,854,947,10.8900,5,0,0,2,0,0,7,False
qwen2_rslora,16,2499,3009,20.4100,0,0,0,0,2,0,2,False
qwen2_rslora,17,1223,5725,368.1100,4,0,8,4,16,2,34,False
qwen2_rslora,18,955,1097,14.8700,1,0,2,0,4,3,10,False
qwen2_rslora,19,332,332,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,20,686,801,16.7600,0,0,0,2,1,0,3,False
qwen2_rslora,21,358,358,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,22,2396,2396,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,23,127,448,252.7600,0,18,7,1,7,3,36,False
qwen2_rslora,24,2960,3131,5.7800,2,0,2,3,5,0,12,False
qwen2_rslora,25,1402,1548,10.4100,0,0,0,0,0,0,0,True
qwen2_rslora,26,374,501,33.9600,0,4,4,3,2,0,13,False
qwen2_rslora,27,2277,2521,10.7200,0,0,0,0,0,0,0,True
qwen2_rslora,28,490,576,17.5500,0,0,4,2,2,2,10,False
qwen2_rslora,29,755,755,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,30,2566,2980,16.1300,8,2,5,0,4,2,21,False
qwen2_rslora,31,280,280,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,32,1651,1973,19.5000,5,0,5,3,8,0,21,False
qwen2_rslora,33,300,290,-3.3300,0,0,0,0,2,0,2,False
qwen2_rslora,34,1580,1729,9.4300,0,0,0,0,0,0,0,True
qwen2_rslora,35,427,498,16.6300,0,2,3,1,6,2,14,False
qwen2_rslora,36,2614,3248,24.2500,0,8,6,1,11,1,27,False
qwen2_rslora,37,65,71,9.2300,0,0,0,0,1,1,2,False
qwen2_rslora,38,521,544,4.4100,0,0,0,0,0,0,0,True
qwen2_rslora,39,309,309,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,40,2180,2299,5.4600,0,1,1,0,5,0,7,False
qwen2_rslora,41,1709,1709,0.0000,0,0,0,0,1,0,1,False
qwen2_rslora,42,1271,1330,4.6400,0,0,0,0,0,0,0,True
qwen2_rslora,43,1442,1522,5.5500,0,0,0,0,1,0,1,False
qwen2_rslora,44,1525,1525,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,45,523,529,1.1500,0,0,0,0,0,0,0,True
qwen2_rslora,46,857,1143,33.3700,0,1,4,1,1,3,10,False
qwen2_rslora,47,1019,1130,10.8900,0,0,0,0,1,0,1,False
qwen2_rslora,48,2597,8021,208.8600,0,16,3,5,11,4,39,False
qwen2_rslora,49,2987,5516,84.6700,2,1,4,0,4,2,13,False
qwen2_rslora,50,2590,2651,2.3600,1,0,0,0,0,2,3,False
qwen2_rslora,51,1430,1430,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,52,435,448,2.9900,0,0,0,0,0,0,0,True
qwen2_rslora,53,1598,1598,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,54,422,530,25.5900,2,0,3,5,4,2,16,False
qwen2_rslora,55,1365,1383,1.3200,0,0,0,0,0,0,0,True
qwen2_rslora,56,1077,5055,369.3600,0,112,44,52,33,19,260,False
qwen2_rslora,57,242,389,60.7400,0,16,10,5,4,3,38,False
qwen2_rslora,58,727,727,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,59,861,1016,18.0000,0,0,0,0,0,0,0,True
qwen2_rslora,60,2466,8422,241.5200,0,114,62,93,29,31,329,False
qwen2_rslora,61,693,782,12.8400,0,0,0,0,1,0,1,False
qwen2_rslora,62,1466,1704,16.2300,5,0,3,0,5,0,13,False
qwen2_rslora,63,45,47,4.4400,0,0,0,0,0,0,0,True
qwen2_rslora,64,1819,2376,30.6200,1,4,2,0,3,2,12,False
qwen2_rslora,65,591,525,-11.1700,2,0,15,6,8,2,33,False
qwen2_rslora,66,532,1182,122.1800,0,28,1,2,5,1,37,False
qwen2_rslora,67,1064,1199,12.6900,0,0,0,0,0,0,0,True
qwen2_rslora,68,1157,1240,7.1700,0,0,0,0,0,0,0,True
qwen2_rslora,69,1121,1121,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,70,545,602,10.4600,0,0,0,0,0,0,0,True
qwen2_rslora,71,1016,1179,16.0400,0,0,0,0,0,0,0,True
qwen2_rslora,72,674,674,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,73,340,369,8.5300,0,0,0,0,0,0,0,True
qwen2_rslora,74,329,363,10.3300,0,0,0,0,0,0,0,True
qwen2_rslora,75,1621,1621,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,76,744,919,23.5200,0,0,0,1,0,0,1,False
qwen2_rslora,77,2435,3306,35.7700,2,3,10,2,8,0,25,False
qwen2_rslora,78,698,698,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,79,1414,2323,64.2900,2,8,7,0,6,2,25,False
qwen2_rslora,80,2241,3594,60.3700,0,7,2,1,4,1,15,False
qwen2_rslora,81,364,364,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,82,4012,4207,4.8600,0,11,41,21,13,12,98,False
qwen2_rslora,83,338,338,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,84,930,930,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,85,2063,3586,73.8200,2,12,18,6,4,8,50,False
qwen2_rslora,86,495,490,-1.0100,0,0,0,1,0,1,2,False
qwen2_rslora,87,1884,2717,44.2100,1,2,9,1,8,1,22,False
qwen2_rslora,88,1328,1328,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,89,250,248,-0.8000,0,0,0,0,2,0,2,False
qwen2_rslora,90,301,301,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,91,1685,1862,10.5000,4,1,5,2,1,2,15,False
qwen2_rslora,92,2329,4437,90.5100,1,10,20,6,10,1,48,False
qwen2_rslora,93,2787,3282,17.7600,6,3,4,3,0,1,17,False
qwen2_rslora,94,177,177,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,95,706,832,17.8500,0,0,0,0,0,0,0,True
qwen2_rslora,96,822,837,1.8200,0,0,0,0,0,0,0,True
qwen2_rslora,97,571,1265,121.5400,0,40,0,2,5,0,47,False
qwen2_rslora,98,422,424,0.4700,0,0,0,0,0,0,0,True
qwen2_rslora,99,895,920,2.7900,0,0,0,0,0,0,0,True
qwen2_rslora,100,2448,3229,31.9000,2,9,16,2,8,5,42,False
qwen2_rslora,101,2704,3382,25.0700,0,20,38,22,8,18,106,False
qwen2_rslora,102,999,1414,41.5400,1,1,2,1,5,0,10,False
qwen2_rslora,103,1063,1134,6.6800,0,1,4,3,4,6,18,False
qwen2_rslora,104,1136,1142,0.5300,1,0,0,0,0,0,1,False
qwen2_rslora,105,2374,3374,42.1200,1,5,8,2,6,2,24,False
qwen2_rslora,106,445,449,0.9000,0,0,0,0,0,0,0,True
qwen2_rslora,107,435,435,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,108,1605,1667,3.8600,0,0,0,0,1,0,1,False
qwen2_rslora,109,1757,1922,9.3900,0,0,0,0,0,0,0,True
qwen2_rslora,110,1637,1673,2.2000,2,0,0,0,5,0,7,False
qwen2_rslora,111,154,196,27.2700,1,5,12,5,3,1,27,False
qwen2_rslora,112,2959,8625,191.4800,1,3,2,0,7,2,15,False
qwen2_rslora,113,947,947,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,114,958,1022,6.6800,0,0,0,0,0,0,0,True
qwen2_rslora,115,639,825,29.1100,2,1,6,2,7,1,19,False
qwen2_rslora,116,753,753,0.0000,0,0,0,0,1,0,1,False
qwen2_rslora,117,878,1430,62.8700,2,4,11,1,3,2,23,False
qwen2_rslora,118,1561,1844,18.1300,0,0,0,0,0,0,0,True
qwen2_rslora,119,1504,1870,24.3400,0,0,0,0,0,0,0,True
qwen2_rslora,120,157,2373,1411.4600,0,99,26,2,38,3,168,False
qwen2_rslora,121,1041,1066,2.4000,0,0,0,0,0,0,0,True
qwen2_rslora,122,53,63,18.8700,0,0,0,0,0,0,0,True
qwen2_rslora,123,356,356,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,124,486,527,8.4400,4,0,2,0,4,1,11,False
qwen2_rslora,125,1681,1742,3.6300,0,0,0,2,0,1,3,False
qwen2_rslora,126,890,890,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,127,1315,1357,3.1900,0,0,0,0,0,0,0,True
qwen2_rslora,128,520,619,19.0400,1,3,0,0,4,0,8,False
qwen2_rslora,129,972,972,0.0000,0,0,0,0,1,0,1,False
qwen2_rslora,130,58,62,6.9000,0,0,0,0,0,0,0,True
qwen2_rslora,131,59,59,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,132,2917,3495,19.8100,1,1,6,3,2,1,14,False
qwen2_rslora,133,3106,4337,39.6300,0,115,69,103,30,39,356,False
qwen2_rslora,134,1271,1341,5.5100,0,0,0,0,0,0,0,True
qwen2_rslora,135,2891,4247,46.9000,1,2,10,3,5,1,22,False
qwen2_rslora,136,1810,2340,29.2800,0,0,0,0,1,0,1,False
qwen2_rslora,137,2875,3243,12.8000,2,2,3,3,6,3,19,False
qwen2_rslora,138,1493,1786,19.6200,0,0,0,0,0,0,0,True
qwen2_rslora,139,1230,1358,10.4100,0,0,0,0,0,0,0,True
qwen2_rslora,140,802,894,11.4700,0,0,0,0,0,0,0,True
qwen2_rslora,141,466,509,9.2300,0,0,0,0,0,0,0,True
qwen2_rslora,142,1434,1434,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,143,1654,1638,-0.9700,1,0,0,0,0,0,1,False
qwen2_rslora,144,3094,4052,30.9600,0,2,4,3,8,1,18,False
qwen2_rslora,145,2117,2182,3.0700,0,0,0,0,0,0,0,True
qwen2_rslora,146,931,1238,32.9800,0,0,0,0,0,0,0,True
qwen2_rslora,147,1336,1440,7.7800,0,0,0,0,0,0,0,True
qwen2_rslora,148,3185,4298,34.9500,0,20,37,24,16,12,109,False
qwen2_rslora,149,856,856,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,150,243,243,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,151,1376,1376,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,152,588,603,2.5500,0,0,0,0,0,0,0,True
qwen2_rslora,153,2058,2058,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,154,1331,1378,3.5300,0,0,0,0,2,0,2,False
qwen2_rslora,155,2328,2328,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,156,1639,1687,2.9300,0,0,0,0,1,0,1,False
qwen2_rslora,157,804,843,4.8500,0,0,0,0,0,0,0,True
qwen2_rslora,158,254,242,-4.7200,9,0,3,0,3,0,15,False
qwen2_rslora,159,1617,2152,33.0900,3,2,10,7,4,1,27,False
qwen2_rslora,160,801,1164,45.3200,0,4,4,0,1,0,9,False
qwen2_rslora,161,1695,2233,31.7400,0,5,7,4,8,1,25,False
qwen2_rslora,162,1383,1422,2.8200,0,0,0,0,1,0,1,False
qwen2_rslora,163,2859,2687,-6.0200,1,3,5,5,8,1,23,False
qwen2_rslora,164,873,873,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,165,543,556,2.3900,0,0,0,0,0,0,0,True
qwen2_rslora,166,412,417,1.2100,0,0,0,0,0,0,0,True
qwen2_rslora,167,583,583,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,168,615,782,27.1500,7,1,5,1,9,2,25,False
qwen2_rslora,169,545,545,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,170,1799,2464,36.9600,1,1,5,1,5,1,14,False
qwen2_rslora,171,72,72,0.0000,0,0,0,0,0,0,0,True
qwen2_rslora,172,2254,2946,30.7000,2,4,8,2,4,3,23,False
qwen2_rslora,173,870,885,1.7200,0,0,0,0,0,0,0,True
qwen2_rslora,174,1258,1451,15.3400,2,1,10,2,8,4,27,False
qwen2_rslora,175,612,712,16.3400,1,3,10,8,9,6,37,False
qwen2_rslora,176,359,4070,1033.7000,0,121,15,33,39,6,214,False
qwen2_rslora,177,57,138,142.1100,3,10,9,2,1,2,27,False
