model,method,idx,size,jobs,machines,feasible,true_makespan,pred_makespan,gap_pct,exact_makespan,ops_emitted,ops_expected,extra_ops,precedence_violations,routing_order_violations,timing_consistency_violations,machine_capacity_violations,missing_op_count,total_violations,gen_tokens,time_s
granite,LoRA,93,8x7,8,7,1,2787,3003,7.75,0,56,56,0,0,0,0,0,0,0,1169,49.2
granite,LoRA,94,5x2,5,2,1,177,177,0.0,1,10,10,0,0,0,0,0,0,0,178,7.5
granite,LoRA,95,9x4,9,4,1,706,746,5.67,0,36,36,0,0,0,0,0,0,0,666,28.2
granite,LoRA,96,4x2,4,2,1,822,822,0.0,1,8,8,0,0,0,0,0,0,0,155,6.6
granite,LoRA,97,10x9,10,9,0,571,2090,266.02,0,209,90,0,0,8,1,0,0,9,4096,173.8
granite,LoRA,98,5x3,5,3,1,422,422,0.0,1,15,15,0,0,0,0,0,0,0,279,11.9
granite,LoRA,99,6x2,6,2,1,895,1040,16.2,0,12,12,0,0,0,0,0,0,0,236,10.1
granite,LoRA,100,8x7,8,7,1,2448,2582,5.47,0,56,56,0,0,0,0,0,0,0,1154,49.0
granite,LoRA,101,10x8,10,8,0,2704,9911,266.53,0,185,80,0,10,16,6,12,0,44,4096,173.4
granite,LoRA,102,9x7,9,7,1,999,1115,11.61,0,63,63,0,0,0,0,0,0,0,1212,51.4
granite,LoRA,103,8x7,8,7,1,1063,1151,8.28,0,56,56,0,0,0,0,0,0,0,1083,46.1
granite,LoRA,104,6x6,6,6,1,1136,1209,6.43,0,36,36,0,0,0,0,0,0,0,687,29.1
granite,LoRA,105,10x7,10,7,0,2374,12031,406.78,0,176,70,0,9,15,7,45,0,76,3919,166.3
granite,LoRA,106,10x4,10,4,1,445,453,1.8,0,40,40,0,0,0,0,0,0,0,727,30.8
granite,LoRA,107,4x2,4,2,1,435,449,3.22,0,8,8,0,0,0,0,0,0,0,152,6.5
granite,LoRA,108,6x5,6,5,1,1605,1904,18.63,0,30,30,0,0,0,0,0,0,0,607,25.7
granite,LoRA,109,9x4,9,4,1,1757,1757,0.0,1,36,36,0,0,0,0,0,0,0,720,30.6
granite,LoRA,110,8x6,8,6,1,1637,1676,2.38,0,48,48,0,0,0,0,0,0,0,974,41.2
granite,LoRA,111,9x8,9,8,1,154,172,11.69,0,72,72,0,0,0,0,0,0,0,1230,52.1
granite,LoRA,112,8x6,8,6,1,2959,3294,11.32,0,48,48,0,0,0,0,0,0,0,1011,42.8
granite,LoRA,113,5x2,5,2,1,947,947,0.0,1,10,10,0,0,0,0,0,0,0,197,8.4
granite,LoRA,114,10x2,10,2,1,958,1016,6.05,0,20,20,0,0,0,0,0,0,0,381,16.1
granite,LoRA,115,10x6,10,6,1,639,721,12.83,0,62,60,0,0,0,0,0,0,0,1151,48.7
granite,LoRA,116,6x3,6,3,1,753,753,0.0,1,18,18,0,0,0,0,0,0,0,342,14.5
granite,LoRA,117,9x8,9,8,0,878,5168,488.61,0,199,72,0,0,1,2,0,0,3,4096,173.3
granite,LoRA,118,7x5,7,5,1,1561,1634,4.68,0,35,35,0,0,0,0,0,0,0,703,29.7
granite,LoRA,119,6x5,6,5,1,1504,1616,7.45,0,30,30,0,0,0,0,0,0,0,591,25.1
granite,LoRA,120,10x10,10,10,0,157,593,277.71,0,228,100,0,0,16,0,0,1,17,4096,173.8
granite,LoRA,121,7x4,7,4,1,1041,1066,2.4,0,28,28,0,0,0,0,0,0,0,549,23.3
granite,LoRA,122,9x3,9,3,1,53,53,0.0,1,27,27,0,0,0,0,0,0,0,426,18.1
granite,LoRA,123,7x3,7,3,1,356,357,0.28,0,21,21,0,0,0,0,0,0,0,377,16.0
granite,LoRA,124,9x6,9,6,1,486,589,21.19,0,54,54,0,0,0,0,0,0,0,998,42.5
granite,LoRA,125,7x4,7,4,1,1681,1681,0.0,1,28,28,0,0,0,0,0,0,0,572,24.4
granite,LoRA,126,6x3,6,3,1,890,890,0.0,1,18,18,0,0,0,0,0,0,0,342,14.5
granite,LoRA,127,9x3,9,3,1,1315,1324,0.68,0,27,27,0,0,0,0,0,0,0,532,22.5
granite,LoRA,128,9x9,9,9,0,520,2315,345.19,0,209,81,0,0,3,0,0,0,3,4096,174.4
granite,LoRA,129,5x3,5,3,1,972,972,0.0,1,15,15,0,0,0,0,0,0,0,291,12.4
granite,LoRA,130,7x5,7,5,1,58,62,6.9,0,35,35,0,0,0,0,0,0,0,561,23.9
granite,LoRA,131,4x2,4,2,1,59,59,0.0,1,8,8,0,0,0,0,0,0,0,135,5.7
granite,LoRA,132,8x8,8,8,1,2917,3478,19.23,0,65,64,0,0,0,0,0,0,0,1361,57.6
granite,LoRA,133,10x10,10,10,0,3106,20630,564.2,0,166,100,0,0,27,23,0,0,50,4096,174.3
granite,LoRA,134,9x3,9,3,1,1271,1296,1.97,0,27,27,0,0,0,0,0,0,0,531,22.6
granite,LoRA,135,8x8,8,8,1,2891,3678,27.22,0,64,64,0,0,0,0,0,0,0,1346,57.0
granite,LoRA,136,7x6,7,6,1,1810,1936,6.96,0,42,42,0,0,0,0,0,0,0,853,36.3
granite,LoRA,137,9x7,9,7,1,2875,2956,2.82,0,63,63,0,0,0,0,0,0,0,1302,55.3
granite,LoRA,138,7x5,7,5,1,1493,1517,1.61,0,35,35,0,0,0,0,0,0,0,697,29.7
granite,LoRA,139,7x2,7,2,1,1230,1358,10.41,0,14,14,0,0,0,0,0,0,0,280,11.9
granite,LoRA,140,4x2,4,2,1,802,802,0.0,1,8,8,0,0,0,0,0,0,0,155,6.6
granite,LoRA,141,5x3,5,3,1,466,466,0.0,1,15,15,0,0,0,0,0,0,0,280,11.9
granite,LoRA,142,6x2,6,2,1,1434,1440,0.42,0,12,12,0,0,0,0,0,0,0,239,10.1
granite,LoRA,143,6x6,6,6,1,1654,1714,3.63,0,36,36,0,0,0,0,0,0,0,737,31.0
granite,LoRA,144,9x7,9,7,1,3094,3803,22.92,0,64,63,0,0,0,0,0,0,0,1331,56.1
granite,LoRA,145,8x3,8,3,1,2117,2271,7.27,0,24,24,0,0,0,0,0,0,0,495,21.1
granite,LoRA,146,8x3,8,3,1,931,935,0.43,0,24,24,0,0,0,0,0,0,0,461,19.5
granite,LoRA,147,5x4,5,4,1,1336,1336,0.0,1,20,20,0,0,0,0,0,0,0,400,17.0
granite,LoRA,148,10x8,10,8,0,3185,3503,9.98,0,77,80,0,0,0,0,0,3,3,1625,68.7
granite,LoRA,149,10x2,10,2,1,856,856,0.0,1,20,20,0,0,0,0,0,0,0,366,15.5
granite,LoRA,150,8x3,8,3,1,243,243,0.0,1,24,24,0,0,0,0,0,0,0,430,18.3
granite,LoRA,151,9x3,9,3,1,1376,1376,0.0,1,27,27,0,0,0,0,0,0,0,534,22.7
granite,LoRA,152,5x2,5,2,1,588,588,0.0,1,10,10,0,0,0,0,0,0,0,193,8.2
granite,LoRA,153,7x2,7,2,1,2058,2058,0.0,1,14,14,0,0,0,0,0,0,0,287,12.2
granite,LoRA,154,7x6,7,6,1,1331,1471,10.52,0,42,42,0,0,0,0,0,0,0,823,34.8
granite,LoRA,155,8x2,8,2,1,2328,2437,4.68,0,16,16,0,0,0,0,0,0,0,322,13.7
granite,LoRA,156,6x6,6,6,1,1639,1687,2.93,0,36,36,0,0,0,0,0,0,0,732,31.2
granite,LoRA,157,7x4,7,4,1,804,843,4.85,0,28,28,0,0,0,0,0,0,0,537,22.7
granite,LoRA,158,8x7,8,7,1,254,279,9.84,0,56,56,0,0,0,0,0,0,0,1013,43.0
granite,LoRA,159,10x8,10,8,0,1617,5467,238.1,0,193,80,0,4,13,3,16,0,36,4096,173.2
granite,LoRA,160,10x4,10,4,1,801,965,20.47,0,40,40,0,0,0,0,0,0,0,760,32.3
granite,LoRA,161,8x8,8,8,1,1695,1876,10.68,0,64,64,0,0,0,0,0,0,0,1294,54.8
granite,LoRA,162,6x6,6,6,1,1383,1593,15.18,0,36,36,0,0,0,0,0,0,0,712,30.3
granite,LoRA,163,7x7,7,7,1,2859,3090,8.08,0,49,49,0,0,0,0,0,0,0,1020,43.3
granite,LoRA,164,10x2,10,2,1,873,873,0.0,1,20,20,0,0,0,0,0,0,0,380,16.1
granite,LoRA,165,5x3,5,3,1,543,543,0.0,1,15,15,0,0,0,0,0,0,0,289,12.3
granite,LoRA,166,4x4,4,4,1,412,417,1.21,0,16,16,0,0,0,0,0,0,0,289,12.3
granite,LoRA,167,10x2,10,2,1,583,595,2.06,0,20,20,0,0,0,0,0,0,0,372,15.8
granite,LoRA,168,9x7,9,7,1,615,688,11.87,0,63,63,0,0,0,0,0,0,0,1162,49.3
granite,LoRA,169,5x2,5,2,1,545,545,0.0,1,10,10,0,0,0,0,0,0,0,190,8.1
granite,LoRA,170,9x6,9,6,1,1799,1837,2.11,0,54,54,0,0,0,0,0,0,0,1086,45.8
granite,LoRA,171,2x2,2,2,1,72,72,0.0,1,4,4,0,0,0,0,0,0,0,67,2.9
granite,LoRA,172,10x7,10,7,1,2254,3949,75.2,0,81,70,0,0,0,0,0,0,0,1692,71.8
granite,LoRA,173,8x3,8,3,1,870,888,2.07,0,24,24,0,0,0,0,0,0,0,455,19.2
granite,LoRA,174,8x8,8,8,1,1258,1360,8.11,0,64,64,0,0,0,0,0,0,0,1250,52.8
granite,LoRA,175,8x7,8,7,1,612,626,2.29,0,56,56,0,0,0,0,0,0,0,1025,43.3
granite,LoRA,176,10x10,10,10,0,359,1149,220.06,0,218,100,0,0,12,2,1,0,15,4096,173.8
granite,LoRA,177,10x8,10,8,0,57,332,482.46,0,238,80,0,0,0,1,0,0,1,4096,172.7
granite,LoRA,178,5x5,5,5,1,1420,1420,0.0,1,25,25,0,0,0,0,0,0,0,501,21.3
granite,LoRA,179,9x7,9,7,1,1867,2359,26.35,0,63,63,0,0,0,0,0,0,0,1284,54.4
granite,LoRA,180,8x5,8,5,1,441,489,10.88,0,40,40,0,0,0,0,0,0,0,740,31.3
granite,LoRA,181,9x4,9,4,1,1052,1093,3.9,0,36,36,0,0,0,0,0,0,0,699,29.6
granite,LoRA,182,3x2,3,2,1,162,162,0.0,1,6,6,0,0,0,0,0,0,0,109,4.7
granite,LoRA,183,10x2,10,2,1,1527,1527,0.0,1,20,20,0,0,0,0,0,0,0,396,16.7
granite,LoRA,184,7x6,7,6,1,667,753,12.89,0,42,42,0,0,0,0,0,0,0,785,33.0
granite,LoRA,185,7x4,7,4,1,1851,1906,2.97,0,28,28,0,0,0,0,0,0,0,568,24.0
granite,LoRA,186,6x4,6,4,1,1335,1361,1.95,0,24,24,0,0,0,0,0,0,0,482,20.3
granite,LoRA,187,10x7,10,7,1,2042,2561,25.42,0,70,70,0,0,0,0,0,0,0,1444,60.9
granite,LoRA,188,8x5,8,5,1,1700,1757,3.35,0,40,40,0,0,0,0,0,0,0,792,33.5
granite,LoRA,189,7x2,7,2,1,1390,1390,0.0,1,14,14,0,0,0,0,0,0,0,286,12.1
granite,LoRA,190,7x4,7,4,1,1296,1391,7.33,0,28,28,0,0,0,0,0,0,0,551,23.2
granite,LoRA,191,4x3,4,3,1,1451,1451,0.0,1,12,12,0,0,0,0,0,0,0,241,10.2
granite,LoRA,192,4x4,4,4,1,143,147,2.8,0,16,16,0,0,0,0,0,0,0,278,11.7
granite,LoRA,193,9x4,9,4,1,860,860,0.0,1,36,36,0,0,0,0,0,0,0,686,29.0
granite,LoRA,194,4x3,4,3,1,1187,1187,0.0,1,12,12,0,0,0,0,0,0,0,240,10.2
granite,LoRA,195,10x8,10,8,0,219,1092,398.63,0,222,80,0,0,0,0,2,0,2,4096,173.1
granite,LoRA,196,6x5,6,5,1,2582,2835,9.8,0,30,30,0,0,0,0,0,0,0,624,26.3
granite,LoRA,197,10x7,10,7,1,1876,2207,17.64,0,74,70,0,0,0,0,0,0,0,1506,63.8
granite,LoRA,198,9x4,9,4,1,1888,2165,14.67,0,36,36,0,0,0,0,0,0,0,725,30.6
granite,LoRA,199,5x5,5,5,1,402,402,0.0,1,25,25,0,0,0,0,0,0,0,461,19.5
granite,LoRA,200,8x6,8,6,1,1622,1842,13.56,0,48,48,0,0,0,0,0,0,0,948,40.1
granite,rsLoRA,1,7x3,7,3,0,977,1273,30.3,0,25,21,0,1,0,0,0,0,1,488,23.7
granite,rsLoRA,2,7x7,7,7,0,941,1570,66.84,0,54,49,0,1,12,0,0,1,14,1209,50.5
granite,rsLoRA,3,6x2,6,2,0,1402,1302,-7.13,0,10,12,0,0,0,2,0,2,4,239,10.0
granite,rsLoRA,4,6x3,6,3,0,1565,2042,30.48,0,17,18,0,0,2,3,0,1,6,415,17.4
granite,rsLoRA,5,5x4,5,4,0,1286,1672,30.02,0,20,20,0,0,2,1,0,1,4,424,17.8
granite,rsLoRA,6,6x2,6,2,1,449,461,2.67,0,12,12,0,0,0,0,0,0,0,222,9.3
granite,rsLoRA,7,8x5,8,5,1,462,805,74.24,0,44,40,0,0,0,0,0,0,0,832,35.1
granite,rsLoRA,8,6x3,6,3,1,498,616,23.69,0,18,18,0,0,0,0,0,0,0,335,14.1
granite,rsLoRA,9,8x4,8,4,0,1157,1099,-5.01,0,27,32,0,0,0,1,0,5,6,547,23.0
granite,rsLoRA,10,3x2,3,2,1,71,71,0.0,1,6,6,0,0,0,0,0,0,0,99,4.2
granite,rsLoRA,11,3x3,3,3,1,146,146,0.0,1,9,9,0,0,0,0,0,0,0,154,6.5
granite,rsLoRA,12,4x2,4,2,1,409,497,21.52,0,8,8,0,0,0,0,0,0,0,150,6.3
granite,rsLoRA,13,6x3,6,3,0,1289,1447,12.26,0,17,18,0,0,1,1,0,1,3,359,15.1
granite,rsLoRA,14,4x2,4,2,1,525,525,0.0,1,8,8,0,0,0,0,0,0,0,153,6.5
granite,rsLoRA,15,10x5,10,5,0,854,2397,180.68,0,74,50,0,1,9,5,0,0,15,1561,65.4
granite,rsLoRA,16,8x5,8,5,0,2499,11688,367.71,0,21,40,0,0,5,18,0,19,42,831,35.0
granite,rsLoRA,17,9x8,9,8,0,1223,10742,778.33,0,90,72,0,7,21,31,9,1,69,2496,104.8
granite,rsLoRA,18,10x6,10,6,0,955,11001,1051.94,0,70,60,0,1,10,35,2,1,49,2177,91.8
granite,rsLoRA,19,3x2,3,2,0,332,331,-0.3,0,6,6,0,1,0,0,0,0,1,111,4.7
granite,rsLoRA,20,9x4,9,4,0,686,1284,87.17,0,35,36,0,0,0,1,0,1,2,690,29.1
granite,rsLoRA,21,8x2,8,2,0,358,436,21.79,0,15,16,0,0,1,1,0,1,3,296,12.5
granite,rsLoRA,22,9x3,9,3,0,2396,3016,25.88,0,22,27,0,0,4,5,0,5,14,545,22.9
granite,rsLoRA,23,10x8,10,8,0,127,469,269.29,0,171,80,0,1,11,0,2,0,14,3068,128.6
granite,rsLoRA,24,9x6,9,6,0,2960,5926,100.2,0,53,54,0,3,28,18,13,7,69,1500,63.1
granite,rsLoRA,25,6x6,6,6,0,1402,6466,361.2,0,35,36,0,2,5,9,6,5,27,887,37.4
granite,rsLoRA,26,10x8,10,8,0,374,2040,445.45,0,189,80,0,0,28,7,1,0,36,4096,171.6
granite,rsLoRA,27,8x4,8,4,0,2277,3383,48.57,0,28,32,0,0,1,5,3,4,13,682,28.6
granite,rsLoRA,28,9x8,9,8,0,490,4983,916.94,0,151,72,0,2,30,29,7,0,68,3831,160.7
granite,rsLoRA,29,5x2,5,2,0,755,1521,101.46,0,9,10,0,0,0,2,0,1,3,220,9.3
granite,rsLoRA,30,10x6,10,6,0,2566,15656,510.13,0,45,60,0,4,10,33,8,19,74,1681,70.7
granite,rsLoRA,31,6x2,6,2,0,280,294,5.0,0,11,12,0,0,1,1,0,1,3,216,9.2
granite,rsLoRA,32,9x7,9,7,0,1651,2053,24.35,0,52,63,0,1,3,5,3,11,23,1156,48.7
granite,rsLoRA,33,9x2,9,2,0,300,320,6.67,0,15,18,0,0,0,0,0,3,3,271,11.5
granite,rsLoRA,34,7x5,7,5,0,1580,1720,8.86,0,35,35,0,2,0,0,5,0,7,710,29.8
granite,rsLoRA,35,8x8,8,8,0,427,2007,370.02,0,148,64,0,0,12,9,6,0,27,3183,133.2
granite,rsLoRA,36,9x9,9,9,0,2614,88636,3290.82,0,36,81,0,0,10,81,0,45,136,2579,108.6
granite,rsLoRA,37,10x5,10,5,0,65,131,101.54,0,53,50,0,2,7,0,0,0,9,869,36.5
granite,rsLoRA,38,9x3,9,3,0,521,663,27.26,0,24,27,0,0,0,0,0,3,3,446,18.9
granite,rsLoRA,39,4x2,4,2,1,309,330,6.8,0,8,8,0,0,0,0,0,0,0,149,6.3
granite,rsLoRA,40,10x5,10,5,0,2180,9063,315.73,0,38,50,0,0,6,16,1,12,35,1123,47.4
granite,rsLoRA,41,9x2,9,2,0,1709,2023,18.37,0,17,18,0,0,1,1,0,1,3,373,15.7
granite,rsLoRA,42,6x3,6,3,0,1271,1564,23.05,0,14,18,0,0,2,4,0,4,10,364,15.4
granite,rsLoRA,43,5x4,5,4,0,1442,1657,14.91,0,21,20,0,0,0,1,1,1,3,445,18.8
granite,rsLoRA,44,8x2,8,2,0,1525,1798,17.9,0,15,16,0,0,0,1,0,1,2,322,13.5
granite,rsLoRA,45,7x2,7,2,1,523,545,4.21,0,14,14,0,0,0,0,0,0,0,261,11.0
granite,rsLoRA,46,9x8,9,8,0,857,1318,53.79,0,43,72,0,0,4,1,0,29,34,4096,171.8
granite,rsLoRA,47,7x3,7,3,0,1019,1258,23.45,0,20,21,0,0,2,1,0,1,4,416,17.6
granite,rsLoRA,48,10x4,10,4,0,2597,3386,30.38,0,32,40,0,0,1,4,1,8,14,744,31.3
granite,rsLoRA,49,7x7,7,7,0,2987,16178,441.61,0,29,49,0,3,13,37,1,20,74,1414,59.3
granite,rsLoRA,50,6x6,6,6,0,2590,4451,71.85,0,31,36,0,0,4,12,0,7,23,909,38.1
granite,rsLoRA,51,9x2,9,2,0,1430,1424,-0.42,0,16,18,0,0,0,0,1,2,3,322,13.6
granite,rsLoRA,52,4x3,4,3,1,435,448,2.99,0,12,12,0,0,0,0,0,0,0,230,9.7
granite,rsLoRA,53,10x2,10,2,0,1598,1618,1.25,0,16,20,0,0,0,0,0,4,4,320,13.5
granite,rsLoRA,54,9x8,9,8,0,422,1498,254.98,0,143,72,0,1,9,3,7,0,20,2926,122.9
granite,rsLoRA,55,7x5,7,5,0,1365,3379,147.55,0,37,35,0,0,4,5,1,3,13,836,35.1
granite,rsLoRA,56,10x10,10,10,0,1077,8897,726.09,0,115,100,0,8,38,53,17,6,122,4096,173.0
granite,rsLoRA,57,10x9,10,9,0,242,403,66.53,0,86,90,0,3,20,0,3,8,34,1554,66.4
granite,rsLoRA,58,6x2,6,2,1,727,872,19.94,0,13,12,0,0,0,0,0,0,0,251,11.1
granite,rsLoRA,59,7x3,7,3,0,861,1309,52.03,0,20,21,0,0,0,1,0,1,2,415,18.3
granite,rsLoRA,60,10x10,10,10,0,2466,9888,300.97,0,65,100,0,9,20,27,8,36,100,1957,84.6
granite,rsLoRA,61,6x4,6,4,0,693,847,22.22,0,25,24,0,1,0,0,1,0,2,476,20.2
granite,rsLoRA,62,7x7,7,7,0,1466,1487,1.43,0,45,49,0,4,7,2,2,4,19,949,40.2
granite,rsLoRA,63,6x3,6,3,1,45,58,28.89,0,18,18,0,0,0,0,0,0,0,284,12.1
granite,rsLoRA,64,7x6,7,6,0,1819,2271,24.85,0,33,42,0,1,2,5,0,9,17,784,33.2
granite,rsLoRA,65,10x6,10,6,0,591,783,32.49,0,53,60,0,0,8,2,0,8,18,1026,43.5
granite,rsLoRA,66,10x8,10,8,0,532,865,62.59,0,59,80,0,0,4,0,1,21,26,4096,174.8
granite,rsLoRA,67,6x6,6,6,0,1064,3332,213.16,0,33,36,0,1,3,4,0,3,11,735,31.0
granite,rsLoRA,68,6x3,6,3,1,1157,1455,25.76,0,18,18,0,0,0,0,0,0,0,354,14.9
granite,rsLoRA,69,3x2,3,2,1,1121,1121,0.0,1,6,6,0,0,0,0,0,0,0,119,5.0
granite,rsLoRA,70,5x2,5,2,1,545,688,26.24,0,11,10,0,0,0,0,0,0,0,211,8.9
granite,rsLoRA,71,5x5,5,5,0,1016,1446,42.32,0,26,25,0,0,1,1,1,1,4,537,22.7
granite,rsLoRA,72,7x2,7,2,0,674,868,28.78,0,14,14,0,0,1,0,0,0,1,269,11.4
granite,rsLoRA,73,6x5,6,5,1,340,463,36.18,0,31,30,0,0,0,0,0,0,0,566,24.2
granite,rsLoRA,74,6x5,6,5,1,329,584,77.51,0,31,30,0,0,0,0,0,0,0,565,24.5
granite,rsLoRA,75,5x2,5,2,0,1621,1813,11.84,0,8,10,0,0,1,2,0,2,5,202,8.6
granite,rsLoRA,76,5x5,5,5,0,744,1091,46.64,0,29,25,0,0,0,1,0,1,2,581,24.8
granite,rsLoRA,77,10x8,10,8,0,2435,19101,684.44,0,83,80,0,17,49,52,33,10,161,3039,129.9
granite,rsLoRA,78,2x2,2,2,0,698,820,17.48,0,2,4,0,0,1,2,0,2,5,77,3.4
granite,rsLoRA,79,8x6,8,6,0,1414,7852,455.3,0,40,48,0,0,6,16,0,8,30,1139,49.3
granite,rsLoRA,80,8x5,8,5,0,2241,8410,275.28,0,29,40,0,2,9,11,1,11,34,833,35.9
granite,rsLoRA,81,3x2,3,2,1,364,364,0.0,1,6,6,0,0,0,0,0,0,0,116,4.9
granite,rsLoRA,82,10x8,10,8,0,4012,26404,558.13,0,45,80,0,3,7,33,4,35,82,4096,171.8
granite,rsLoRA,83,4x2,4,2,1,338,338,0.0,1,8,8,0,0,0,0,0,0,0,150,6.3
granite,rsLoRA,84,4x2,4,2,0,930,1221,31.29,0,7,8,0,0,0,1,0,1,2,157,6.7
granite,rsLoRA,85,9x8,9,8,0,2063,5795,180.9,0,49,72,0,5,28,24,0,23,80,1513,63.9
granite,rsLoRA,86,8x4,8,4,1,495,747,50.91,0,34,32,0,0,0,0,0,0,0,633,26.8
granite,rsLoRA,87,9x7,9,7,0,1884,19293,924.04,0,43,63,0,1,18,41,2,23,85,1782,75.2
granite,rsLoRA,88,6x3,6,3,0,1328,1374,3.46,0,18,18,0,1,0,0,0,0,1,357,15.1
granite,rsLoRA,89,9x4,9,4,1,250,439,75.6,0,38,36,0,0,0,0,0,0,0,683,28.9
granite,rsLoRA,90,4x2,4,2,1,301,379,25.91,0,8,8,0,0,0,0,0,0,0,149,6.3
granite,rsLoRA,91,7x7,7,7,0,1685,7733,358.93,0,40,49,0,0,6,12,0,10,28,1083,45.6
granite,rsLoRA,92,10x10,10,10,0,2329,9199,294.98,0,99,100,0,28,61,47,41,11,188,3132,131.9
granite,rsLoRA,93,8x7,8,7,0,2787,11449,310.8,0,44,56,0,1,14,24,0,12,51,1441,60.4
granite,rsLoRA,94,5x2,5,2,1,177,203,14.69,0,10,10,0,0,0,0,0,0,0,176,7.4
granite,rsLoRA,95,9x4,9,4,0,706,1034,46.46,0,37,36,0,0,1,2,1,2,6,732,30.8
granite,rsLoRA,96,4x2,4,2,1,822,837,1.82,0,8,8,0,0,0,0,0,0,0,154,6.5
granite,rsLoRA,97,10x9,10,9,0,571,6474,1033.8,0,149,90,0,0,25,35,3,0,63,4096,171.9
granite,rsLoRA,98,5x3,5,3,1,422,520,23.22,0,15,15,0,0,0,0,0,0,0,279,11.8
granite,rsLoRA,99,6x2,6,2,1,895,1094,22.23,0,12,12,0,0,0,0,0,0,0,236,9.9
granite,rsLoRA,100,8x7,8,7,0,2448,7020,186.76,0,35,56,0,0,8,18,2,21,49,1098,46.3
granite,rsLoRA,101,10x8,10,8,0,2704,18933,600.18,0,38,80,0,2,15,33,1,42,93,4096,173.3
granite,rsLoRA,102,9x7,9,7,0,999,5841,484.68,0,106,63,0,12,27,32,30,0,101,2869,120.9
granite,rsLoRA,103,8x7,8,7,0,1063,4338,308.09,0,60,56,0,0,5,3,1,2,11,4096,172.9
granite,rsLoRA,104,6x6,6,6,0,1136,1519,33.71,0,41,36,0,0,0,0,2,0,2,796,33.4
granite,rsLoRA,105,10x7,10,7,0,2374,74220,3026.37,0,25,70,0,0,7,51,0,45,103,1695,71.5
granite,rsLoRA,106,10x4,10,4,0,445,594,33.48,0,36,40,0,0,1,0,0,4,5,659,27.7
granite,rsLoRA,107,4x2,4,2,1,435,435,0.0,1,8,8,0,0,0,0,0,0,0,152,6.4
granite,rsLoRA,108,6x5,6,5,0,1605,2496,55.51,0,25,30,0,0,4,5,0,5,14,614,25.9
granite,rsLoRA,109,9x4,9,4,0,1757,8388,377.4,0,21,36,0,0,0,11,0,15,26,647,27.3
granite,rsLoRA,110,8x6,8,6,0,1637,5361,227.49,0,39,48,0,0,1,9,1,10,21,994,41.8
granite,rsLoRA,111,9x8,9,8,0,154,578,275.32,0,151,72,0,3,10,0,1,0,14,2749,115.8
granite,rsLoRA,112,8x6,8,6,0,2959,4992,68.71,0,26,48,0,3,11,17,5,22,58,900,37.8
granite,rsLoRA,113,5x2,5,2,1,947,1017,7.39,0,10,10,0,0,0,0,0,0,0,197,8.3
granite,rsLoRA,114,10x2,10,2,0,958,1431,49.37,0,18,20,0,0,0,2,0,2,4,390,16.4
granite,rsLoRA,115,10x6,10,6,0,639,6768,959.15,0,120,60,0,2,13,23,17,0,55,2970,124.9
granite,rsLoRA,116,6x3,6,3,1,753,918,21.91,0,18,18,0,0,0,0,0,0,0,346,14.6
granite,rsLoRA,117,9x8,9,8,0,878,2002,128.02,0,98,72,0,0,16,4,5,0,25,2124,89.3
granite,rsLoRA,118,7x5,7,5,0,1561,1793,14.86,0,33,35,0,0,1,2,1,2,6,711,29.9
granite,rsLoRA,119,6x5,6,5,0,1504,1512,0.53,0,29,30,0,0,1,1,0,1,3,585,24.7
granite,rsLoRA,120,10x10,10,10,0,157,530,237.58,0,183,100,0,1,29,1,4,0,35,3341,141.1
granite,rsLoRA,121,7x4,7,4,0,1041,1477,41.88,0,27,28,0,0,1,1,2,1,5,557,23.6
granite,rsLoRA,122,9x3,9,3,0,53,83,56.6,0,27,27,0,0,0,0,0,1,1,427,18.1
granite,rsLoRA,123,7x3,7,3,1,356,419,17.7,0,21,21,0,0,0,0,0,0,0,381,16.1
granite,rsLoRA,124,9x6,9,6,0,486,5566,1045.27,0,161,54,0,3,5,23,22,0,53,3652,153.9
granite,rsLoRA,125,7x4,7,4,0,1681,3069,82.57,0,27,28,0,1,3,1,0,1,6,572,24.2
granite,rsLoRA,126,6x3,6,3,0,890,774,-13.03,0,18,18,0,0,0,0,1,0,1,343,14.4
granite,rsLoRA,127,9x3,9,3,0,1315,1575,19.77,0,27,27,0,1,2,0,1,0,4,546,23.0
granite,rsLoRA,128,9x9,9,9,0,520,346,-33.46,0,33,81,0,0,3,1,0,48,52,4096,173.0
granite,rsLoRA,129,5x3,5,3,0,972,1084,11.52,0,14,15,0,0,0,1,0,1,2,291,12.3
granite,rsLoRA,130,7x5,7,5,0,58,96,65.52,0,34,35,0,0,0,0,0,1,1,546,23.1
granite,rsLoRA,131,4x2,4,2,1,59,72,22.03,0,8,8,0,0,0,0,0,0,0,135,5.7
granite,rsLoRA,132,8x8,8,8,0,2917,4871,66.99,0,43,64,0,2,10,13,4,21,50,1163,48.9
granite,rsLoRA,133,10x10,10,10,0,3106,15057,384.77,0,49,100,0,1,8,41,0,51,101,1975,83.5
granite,rsLoRA,134,9x3,9,3,0,1271,1892,48.86,0,26,27,0,0,0,1,0,1,2,546,23.0
granite,rsLoRA,135,8x8,8,8,0,2891,11040,281.87,0,56,64,0,6,30,29,8,10,83,1800,75.9
granite,rsLoRA,136,7x6,7,6,0,1810,2218,22.54,0,33,42,0,0,2,6,0,9,17,794,33.5
granite,rsLoRA,137,9x7,9,7,0,2875,7962,176.94,0,56,63,0,5,24,22,8,13,72,1736,73.3
